experiment_id,method,problem_id,dataset,complexity,word_count,equation_steps,requires_reasoning,runtime_seconds,memory_mb,peak_memory_mb,accuracy,efficiency_score,gpu_utilization,inference_steps,timestamp
qwen2.5_math_72b_0645,Qwen2.5-Math-72B,prob_0645,GSM8K,L1,47,2,False,3.3,424.1,521.3,0.8,0.902,0.824,2,2025-06-23T00:30:00.550106
qwen2.5_math_72b_0646,Qwen2.5-Math-72B,prob_0646,Math23K,L1,30,3,False,3.356,396.2,455.5,0.514,0.804,0.939,5,2025-06-23T00:30:00.550109
qwen2.5_math_72b_0647,Qwen2.5-Math-72B,prob_0647,MATH,L2,41,4,True,3.254,417.5,540.1,0.85,0.931,0.814,6,2025-06-23T00:30:00.550112
qwen2.5_math_72b_0648,Qwen2.5-Math-72B,prob_0648,Math23K,L1,70,2,False,2.484,404.3,464.5,0.812,1.017,0.891,2,2025-06-23T00:30:00.550115
qwen2.5_math_72b_0649,Qwen2.5-Math-72B,prob_0649,SVAMP,L3,55,7,True,3.385,422.9,504.4,0.651,0.836,0.768,7,2025-06-23T00:30:00.550118
qwen2.5_math_72b_0650,Qwen2.5-Math-72B,prob_0650,AddSub,L3,104,7,True,5.877,423.4,508.3,0.411,0.619,0.884,7,2025-06-23T00:30:00.550120
qwen2.5_math_72b_0651,Qwen2.5-Math-72B,prob_0651,Math23K,L2,45,4,True,3.613,440.3,517.3,0.652,0.807,0.919,5,2025-06-23T00:30:00.550123
qwen2.5_math_72b_0652,Qwen2.5-Math-72B,prob_0652,MAWPS,L2,35,4,True,3.432,441.7,545.0,0.367,0.706,0.713,6,2025-06-23T00:30:00.550126
qwen2.5_math_72b_0653,Qwen2.5-Math-72B,prob_0653,SVAMP,L3,65,7,True,5.96,435.7,537.8,0.528,0.656,0.779,9,2025-06-23T00:30:00.550129
qwen2.5_math_72b_0654,Qwen2.5-Math-72B,prob_0654,AddSub,L1,46,3,False,2.918,416.9,487.9,0.608,0.869,0.733,6,2025-06-23T00:30:00.550131
qwen2.5_math_72b_0655,Qwen2.5-Math-72B,prob_0655,SingleEq,L2,89,2,True,4.473,418.1,511.5,0.593,0.748,0.865,5,2025-06-23T00:30:00.550134
qwen2.5_math_72b_0656,Qwen2.5-Math-72B,prob_0656,Math23K,L1,41,1,False,2.582,442.9,542.5,0.781,0.963,0.896,3,2025-06-23T00:30:00.550137
qwen2.5_math_72b_0657,Qwen2.5-Math-72B,prob_0657,SVAMP,L1,68,3,False,2.75,406.0,483.4,0.576,0.884,0.86,4,2025-06-23T00:30:00.550140
qwen2.5_math_72b_0658,Qwen2.5-Math-72B,prob_0658,AddSub,L1,102,1,False,1.831,421.9,530.8,0.448,0.997,0.758,3,2025-06-23T00:30:00.550142
qwen2.5_math_72b_0659,Qwen2.5-Math-72B,prob_0659,AddSub,L1,27,1,False,2.882,384.3,451.8,0.689,0.93,0.757,3,2025-06-23T00:30:00.550145
qwen2.5_math_72b_0660,Qwen2.5-Math-72B,prob_0660,Math23K,L1,149,3,False,2.435,406.6,515.1,0.819,1.026,0.732,3,2025-06-23T00:30:00.550148
qwen2.5_math_72b_0661,Qwen2.5-Math-72B,prob_0661,MATH,L2,148,5,True,4.123,437.6,541.6,0.495,0.713,0.764,5,2025-06-23T00:30:00.550151
qwen2.5_math_72b_0662,Qwen2.5-Math-72B,prob_0662,MATH,L2,38,3,True,4.717,438.2,487.4,0.157,0.548,0.947,4,2025-06-23T00:30:00.550153
qwen2.5_math_72b_0663,Qwen2.5-Math-72B,prob_0663,GSM8K,L3,51,6,True,5.522,409.0,458.7,0.71,0.76,0.789,6,2025-06-23T00:30:00.550156
qwen2.5_math_72b_0664,Qwen2.5-Math-72B,prob_0664,SVAMP,L1,46,2,False,3.838,400.6,485.6,0.123,0.608,0.761,4,2025-06-23T00:30:00.550159
qwen2.5_math_72b_0665,Qwen2.5-Math-72B,prob_0665,SVAMP,L2,51,3,True,4.383,437.0,540.6,0.518,0.709,0.845,3,2025-06-23T00:30:00.550162
qwen2.5_math_72b_0666,Qwen2.5-Math-72B,prob_0666,SVAMP,L1,26,1,False,2.955,425.7,491.4,0.323,0.744,0.883,2,2025-06-23T00:30:00.550165
qwen2.5_math_72b_0667,Qwen2.5-Math-72B,prob_0667,Math23K,L2,55,2,True,3.47,427.1,550.5,0.58,0.798,0.887,3,2025-06-23T00:30:00.550167
qwen2.5_math_72b_0668,Qwen2.5-Math-72B,prob_0668,MAWPS,L3,63,4,True,4.474,500.8,639.0,0.502,0.662,0.736,6,2025-06-23T00:30:00.550170
qwen2.5_math_72b_0669,Qwen2.5-Math-72B,prob_0669,SingleEq,L1,23,3,False,2.63,426.3,534.4,0.365,0.801,0.792,5,2025-06-23T00:30:00.550173
qwen2.5_math_72b_0670,Qwen2.5-Math-72B,prob_0670,SVAMP,L3,84,6,True,6.556,437.3,563.2,0.714,0.715,0.881,9,2025-06-23T00:30:00.550175
qwen2.5_math_72b_0671,Qwen2.5-Math-72B,prob_0671,MAWPS,L3,82,4,True,7.525,495.4,626.1,0.227,0.468,0.922,6,2025-06-23T00:30:00.550178
qwen2.5_math_72b_0672,Qwen2.5-Math-72B,prob_0672,MATH,L1,84,1,False,3.98,435.9,511.9,0.316,0.651,0.899,4,2025-06-23T00:30:00.550181
qwen2.5_math_72b_0673,Qwen2.5-Math-72B,prob_0673,MAWPS,L2,30,5,True,3.904,382.5,462.6,0.909,0.933,0.755,6,2025-06-23T00:30:00.550184
qwen2.5_math_72b_0674,Qwen2.5-Math-72B,prob_0674,Math23K,L1,54,3,False,2.946,404.3,493.5,0.248,0.731,0.893,4,2025-06-23T00:30:00.550187
qwen2.5_math_72b_0675,Qwen2.5-Math-72B,prob_0675,SVAMP,L3,146,8,True,5.461,456.4,508.6,0.636,0.701,0.845,10,2025-06-23T00:30:00.550190
qwen2.5_math_72b_0676,Qwen2.5-Math-72B,prob_0676,MAWPS,L3,97,6,True,5.425,430.9,480.8,0.311,0.588,0.835,8,2025-06-23T00:30:00.550193
qwen2.5_math_72b_0677,Qwen2.5-Math-72B,prob_0677,AddSub,L1,30,2,False,2.484,404.9,489.6,0.435,0.866,0.833,3,2025-06-23T00:30:00.550196
qwen2.5_math_72b_0678,Qwen2.5-Math-72B,prob_0678,AddSub,L1,33,1,False,2.937,394.6,475.8,0.638,0.895,0.914,3,2025-06-23T00:30:00.550198
qwen2.5_math_72b_0679,Qwen2.5-Math-72B,prob_0679,SVAMP,L1,114,1,False,2.617,404.8,504.0,0.484,0.866,0.908,2,2025-06-23T00:30:00.550201
qwen2.5_math_72b_0680,Qwen2.5-Math-72B,prob_0680,SVAMP,L3,146,6,True,6.966,460.9,562.6,0.547,0.625,0.83,6,2025-06-23T00:30:00.550204
qwen2.5_math_72b_0681,Qwen2.5-Math-72B,prob_0681,AddSub,L3,108,6,True,6.088,462.1,571.4,0.68,0.697,0.718,9,2025-06-23T00:30:00.550207
qwen2.5_math_72b_0682,Qwen2.5-Math-72B,prob_0682,MATH,L1,36,2,False,3.225,409.8,502.6,0.934,0.973,0.847,4,2025-06-23T00:30:00.550210
qwen2.5_math_72b_0683,Qwen2.5-Math-72B,prob_0683,GSM8K,L2,131,3,True,3.982,397.7,469.6,0.365,0.698,0.898,3,2025-06-23T00:30:00.550213
qwen2.5_math_72b_0684,Qwen2.5-Math-72B,prob_0684,SingleEq,L1,67,1,False,3.368,430.9,538.9,0.815,0.898,0.785,4,2025-06-23T00:30:00.550215
qwen2.5_math_72b_0685,Qwen2.5-Math-72B,prob_0685,GSM8K,L2,150,3,True,4.284,447.8,506.7,0.138,0.555,0.78,6,2025-06-23T00:30:00.550218
qwen2.5_math_72b_0686,Qwen2.5-Math-72B,prob_0686,SVAMP,L1,62,2,False,3.741,407.6,448.6,0.424,0.73,0.752,3,2025-06-23T00:30:00.550221
qwen2.5_math_72b_0687,Qwen2.5-Math-72B,prob_0687,Math23K,L2,30,3,True,3.865,431.5,513.3,0.421,0.703,0.935,6,2025-06-23T00:30:00.550224
qwen2.5_math_72b_0688,Qwen2.5-Math-72B,prob_0688,GSM8K,L1,136,3,False,2.043,410.8,489.1,0.552,0.991,0.782,3,2025-06-23T00:30:00.550227
qwen2.5_math_72b_0689,Qwen2.5-Math-72B,prob_0689,SingleEq,L2,114,3,True,4.045,406.3,500.9,0.516,0.748,0.709,5,2025-06-23T00:30:00.550229
qwen2.5_math_72b_0690,Qwen2.5-Math-72B,prob_0690,AddSub,L1,129,3,False,3.162,354.6,437.1,0.401,0.812,0.732,5,2025-06-23T00:30:00.550232
qwen2.5_math_72b_0691,Qwen2.5-Math-72B,prob_0691,Math23K,L2,101,4,True,4.129,467.8,552.1,0.381,0.649,0.924,4,2025-06-23T00:30:00.550235
qwen2.5_math_72b_0692,Qwen2.5-Math-72B,prob_0692,MAWPS,L2,108,5,True,3.837,431.2,550.8,0.732,0.83,0.945,6,2025-06-23T00:30:00.550238
qwen2.5_math_72b_0693,Qwen2.5-Math-72B,prob_0693,Math23K,L2,115,4,True,3.417,434.0,527.8,0.325,0.696,0.858,6,2025-06-23T00:30:00.550240
qwen2.5_math_72b_0694,Qwen2.5-Math-72B,prob_0694,MATH,L2,122,4,True,3.807,402.9,517.3,0.593,0.796,0.763,7,2025-06-23T00:30:00.550243
qwen2.5_math_72b_0695,Qwen2.5-Math-72B,prob_0695,MAWPS,L2,126,2,True,4.408,426.4,485.3,0.513,0.713,0.742,3,2025-06-23T00:30:00.550246
qwen2.5_math_72b_0696,Qwen2.5-Math-72B,prob_0696,SingleEq,L3,103,3,True,7.046,435.2,504.7,0.61,0.664,0.899,5,2025-06-23T00:30:00.550249
qwen2.5_math_72b_0697,Qwen2.5-Math-72B,prob_0697,SingleEq,L2,85,4,True,3.395,459.0,506.1,0.725,0.842,0.819,4,2025-06-23T00:30:00.550252
qwen2.5_math_72b_0698,Qwen2.5-Math-72B,prob_0698,MATH,L1,63,1,False,2.627,429.3,479.2,0.256,0.756,0.835,1,2025-06-23T00:30:00.550254
qwen2.5_math_72b_0699,Qwen2.5-Math-72B,prob_0699,MATH,L1,70,1,False,2.698,413.2,469.4,0.308,0.778,0.889,4,2025-06-23T00:30:00.550257
qwen2.5_math_72b_0700,Qwen2.5-Math-72B,prob_0700,MATH,L2,109,2,True,3.841,435.6,521.7,0.446,0.712,0.745,2,2025-06-23T00:30:00.550260
qwen2.5_math_72b_0701,Qwen2.5-Math-72B,prob_0701,MAWPS,L1,110,1,False,2.632,375.8,459.9,0.294,0.811,0.858,2,2025-06-23T00:30:00.550263
qwen2.5_math_72b_0702,Qwen2.5-Math-72B,prob_0702,SingleEq,L2,99,2,True,3.35,400.9,512.6,0.662,0.86,0.721,5,2025-06-23T00:30:00.550266
qwen2.5_math_72b_0703,Qwen2.5-Math-72B,prob_0703,GSM8K,L3,129,5,True,4.846,411.0,486.2,0.463,0.684,0.805,8,2025-06-23T00:30:00.550268
qwen2.5_math_72b_0704,Qwen2.5-Math-72B,prob_0704,SVAMP,L2,105,2,True,4.536,413.0,459.8,0.821,0.839,0.707,3,2025-06-23T00:30:00.550271
qwen2.5_math_72b_0705,Qwen2.5-Math-72B,prob_0705,Math23K,L2,147,3,True,3.0,437.9,512.0,0.266,0.709,0.811,6,2025-06-23T00:30:00.550274
qwen2.5_math_72b_0706,Qwen2.5-Math-72B,prob_0706,MATH,L1,144,3,False,1.774,375.7,487.5,0.394,1.028,0.877,4,2025-06-23T00:30:00.550277
qwen2.5_math_72b_0707,Qwen2.5-Math-72B,prob_0707,SVAMP,L1,64,1,False,2.322,420.5,520.2,0.753,1.009,0.924,2,2025-06-23T00:30:00.550280
qwen2.5_math_72b_0708,Qwen2.5-Math-72B,prob_0708,SingleEq,L1,36,3,False,3.362,428.9,472.2,0.43,0.746,0.884,3,2025-06-23T00:30:00.550283
qwen2.5_math_72b_0709,Qwen2.5-Math-72B,prob_0709,AddSub,L1,133,3,False,3.562,413.1,497.7,0.505,0.771,0.745,5,2025-06-23T00:30:00.550286
qwen2.5_math_72b_0710,Qwen2.5-Math-72B,prob_0710,AddSub,L1,61,2,False,2.356,418.3,507.7,0.659,0.967,0.712,5,2025-06-23T00:30:00.550289
qwen2.5_math_72b_0711,Qwen2.5-Math-72B,prob_0711,MAWPS,L1,147,1,False,1.284,403.3,508.8,0.488,1.249,0.796,4,2025-06-23T00:30:00.550292
qwen2.5_math_72b_0712,Qwen2.5-Math-72B,prob_0712,MATH,L2,72,2,True,3.389,406.1,504.5,0.664,0.853,0.767,2,2025-06-23T00:30:00.550295
qwen2.5_math_72b_0713,Qwen2.5-Math-72B,prob_0713,SingleEq,L2,61,2,True,4.181,433.8,524.8,0.519,0.722,0.706,4,2025-06-23T00:30:00.550298
qwen2.5_math_72b_0714,Qwen2.5-Math-72B,prob_0714,SVAMP,L2,86,2,True,5.608,419.8,474.2,0.423,0.635,0.914,3,2025-06-23T00:30:00.550301
qwen2.5_math_72b_0715,Qwen2.5-Math-72B,prob_0715,GSM8K,L3,44,4,True,2.63,458.8,513.5,0.384,0.788,0.823,5,2025-06-23T00:30:00.550303
qwen2.5_math_72b_0716,Qwen2.5-Math-72B,prob_0716,SVAMP,L2,115,2,True,3.576,445.0,501.1,0.599,0.786,0.948,5,2025-06-23T00:30:00.550306
qwen2.5_math_72b_0717,Qwen2.5-Math-72B,prob_0717,Math23K,L3,53,5,True,3.708,415.7,526.9,0.403,0.717,0.763,7,2025-06-23T00:30:00.550309
qwen2.5_math_72b_0718,Qwen2.5-Math-72B,prob_0718,Math23K,L2,26,2,True,3.544,413.0,493.5,0.437,0.745,0.71,2,2025-06-23T00:30:00.550312
qwen2.5_math_72b_0719,Qwen2.5-Math-72B,prob_0719,Math23K,L1,87,2,False,2.687,422.1,469.5,0.307,0.773,0.814,3,2025-06-23T00:30:00.550315
qwen2.5_math_72b_0720,Qwen2.5-Math-72B,prob_0720,SVAMP,L2,134,3,True,3.384,439.8,527.0,0.386,0.719,0.813,4,2025-06-23T00:30:00.550318
qwen2.5_math_72b_0721,Qwen2.5-Math-72B,prob_0721,AddSub,L1,142,1,False,2.542,407.8,458.6,0.644,0.939,0.729,1,2025-06-23T00:30:00.550321
qwen2.5_math_72b_0722,Qwen2.5-Math-72B,prob_0722,GSM8K,L3,91,8,True,6.029,482.6,575.1,0.616,0.662,0.902,8,2025-06-23T00:30:00.550323
qwen2.5_math_72b_0723,Qwen2.5-Math-72B,prob_0723,MAWPS,L1,72,2,False,4.02,441.9,508.8,0.802,0.839,0.855,2,2025-06-23T00:30:00.550326
qwen2.5_math_72b_0724,Qwen2.5-Math-72B,prob_0724,Math23K,L1,112,1,False,3.201,424.8,523.0,0.421,0.759,0.814,3,2025-06-23T00:30:00.550329
qwen2.5_math_72b_0725,Qwen2.5-Math-72B,prob_0725,MATH,L3,20,8,True,5.741,467.6,586.2,0.398,0.591,0.768,11,2025-06-23T00:30:00.550332
qwen2.5_math_72b_0726,Qwen2.5-Math-72B,prob_0726,MATH,L1,51,1,False,2.72,433.9,524.1,0.716,0.924,0.793,3,2025-06-23T00:30:00.550334
qwen2.5_math_72b_0727,Qwen2.5-Math-72B,prob_0727,MATH,L3,136,4,True,5.107,425.6,506.4,0.761,0.783,0.705,5,2025-06-23T00:30:00.550337
qwen2.5_math_72b_0728,Qwen2.5-Math-72B,prob_0728,Math23K,L2,57,3,True,3.898,427.6,539.2,0.716,0.822,0.756,6,2025-06-23T00:30:00.550340
qwen2.5_math_72b_0729,Qwen2.5-Math-72B,prob_0729,GSM8K,L2,111,5,True,4.231,433.3,552.0,0.733,0.805,0.78,7,2025-06-23T00:30:00.550343
qwen2.5_math_72b_0730,Qwen2.5-Math-72B,prob_0730,SVAMP,L1,116,1,False,2.979,421.2,541.8,0.776,0.926,0.944,1,2025-06-23T00:30:00.550346
qwen2.5_math_72b_0731,Qwen2.5-Math-72B,prob_0731,SingleEq,L3,136,6,True,4.757,494.6,625.1,0.412,0.616,0.89,7,2025-06-23T00:30:00.550349
qwen2.5_math_72b_0732,Qwen2.5-Math-72B,prob_0732,SVAMP,L2,114,3,True,3.043,433.5,541.2,0.487,0.795,0.935,5,2025-06-23T00:30:00.550351
qwen2.5_math_72b_0733,Qwen2.5-Math-72B,prob_0733,MAWPS,L2,39,3,True,4.896,425.9,514.5,0.458,0.669,0.913,5,2025-06-23T00:30:00.550354
qwen2.5_math_72b_0734,Qwen2.5-Math-72B,prob_0734,SingleEq,L1,77,3,False,3.334,421.1,528.1,0.198,0.661,0.835,5,2025-06-23T00:30:00.550357
qwen2.5_math_72b_0735,Qwen2.5-Math-72B,prob_0735,SVAMP,L2,30,5,True,2.763,444.7,517.3,0.323,0.754,0.754,7,2025-06-23T00:30:00.550360
qwen2.5_math_72b_0736,Qwen2.5-Math-72B,prob_0736,Math23K,L1,49,3,False,4.231,450.0,497.3,0.238,0.597,0.853,4,2025-06-23T00:30:00.550362
qwen2.5_math_72b_0737,Qwen2.5-Math-72B,prob_0737,MATH,L2,124,2,True,3.816,422.4,466.9,0.46,0.728,0.816,2,2025-06-23T00:30:00.550365
qwen2.5_math_72b_0738,Qwen2.5-Math-72B,prob_0738,SVAMP,L2,77,2,True,4.613,432.3,475.7,0.275,0.604,0.738,5,2025-06-23T00:30:00.550368
qwen2.5_math_72b_0739,Qwen2.5-Math-72B,prob_0739,SingleEq,L3,27,5,True,5.91,465.1,544.2,0.699,0.708,0.765,7,2025-06-23T00:30:00.550371
qwen2.5_math_72b_0740,Qwen2.5-Math-72B,prob_0740,SVAMP,L2,83,2,True,3.494,461.8,526.6,0.588,0.778,0.877,5,2025-06-23T00:30:00.550374
qwen2.5_math_72b_0741,Qwen2.5-Math-72B,prob_0741,MAWPS,L3,150,7,True,4.579,468.9,591.2,0.194,0.551,0.897,7,2025-06-23T00:30:00.550376
qwen2.5_math_72b_0742,Qwen2.5-Math-72B,prob_0742,Math23K,L2,103,5,True,2.879,416.9,537.6,0.919,0.997,0.753,6,2025-06-23T00:30:00.550379
qwen2.5_math_72b_0743,Qwen2.5-Math-72B,prob_0743,GSM8K,L1,91,2,False,2.414,482.2,540.4,0.764,0.96,0.913,3,2025-06-23T00:30:00.550382
qwen2.5_math_72b_0744,Qwen2.5-Math-72B,prob_0744,SingleEq,L1,40,3,False,3.316,404.9,496.7,0.497,0.794,0.713,5,2025-06-23T00:30:00.550385
qwen2.5_math_72b_0745,Qwen2.5-Math-72B,prob_0745,Math23K,L3,78,6,True,5.689,454.0,545.5,0.663,0.706,0.722,7,2025-06-23T00:30:00.550388
qwen2.5_math_72b_0746,Qwen2.5-Math-72B,prob_0746,MAWPS,L1,33,3,False,3.586,388.0,501.0,0.615,0.832,0.871,3,2025-06-23T00:30:00.550390
qwen2.5_math_72b_0747,Qwen2.5-Math-72B,prob_0747,Math23K,L2,70,4,True,3.475,427.7,517.0,0.713,0.85,0.927,6,2025-06-23T00:30:00.550393
qwen2.5_math_72b_0748,Qwen2.5-Math-72B,prob_0748,Math23K,L2,108,4,True,3.385,438.5,530.9,0.625,0.816,0.943,4,2025-06-23T00:30:00.550396
qwen2.5_math_72b_0749,Qwen2.5-Math-72B,prob_0749,MATH,L2,101,4,True,4.968,457.1,551.7,0.623,0.713,0.873,7,2025-06-23T00:30:00.550399
qwen2.5_math_72b_0750,Qwen2.5-Math-72B,prob_0750,MAWPS,L2,125,5,True,3.279,387.0,493.8,0.843,0.949,0.72,6,2025-06-23T00:30:00.550401
qwen2.5_math_72b_0751,Qwen2.5-Math-72B,prob_0751,SingleEq,L3,62,3,True,6.043,446.5,560.1,0.702,0.716,0.826,5,2025-06-23T00:30:00.550405
qwen2.5_math_72b_0752,Qwen2.5-Math-72B,prob_0752,AddSub,L3,29,8,True,4.438,424.3,492.6,0.284,0.621,0.92,8,2025-06-23T00:30:00.550408
qwen2.5_math_72b_0753,Qwen2.5-Math-72B,prob_0753,SVAMP,L1,90,1,False,2.602,429.7,500.1,0.694,0.934,0.907,4,2025-06-23T00:30:00.550410
qwen2.5_math_72b_0754,Qwen2.5-Math-72B,prob_0754,AddSub,L3,51,6,True,5.36,466.0,598.6,0.722,0.733,0.732,6,2025-06-23T00:30:00.550413
qwen2.5_math_72b_0755,Qwen2.5-Math-72B,prob_0755,Math23K,L2,113,5,True,3.967,429.4,483.8,0.728,0.821,0.727,8,2025-06-23T00:30:00.550416
qwen2.5_math_72b_0756,Qwen2.5-Math-72B,prob_0756,SVAMP,L1,91,1,False,3.073,367.1,403.9,0.549,0.869,0.833,1,2025-06-23T00:30:00.550419
qwen2.5_math_72b_0757,Qwen2.5-Math-72B,prob_0757,MATH,L2,124,2,True,3.071,398.8,515.6,0.603,0.864,0.913,5,2025-06-23T00:30:00.550422
qwen2.5_math_72b_0758,Qwen2.5-Math-72B,prob_0758,MAWPS,L1,89,1,False,4.395,407.0,521.0,0.956,0.905,0.944,3,2025-06-23T00:30:00.550424
qwen2.5_math_72b_0759,Qwen2.5-Math-72B,prob_0759,AddSub,L1,147,1,False,2.947,370.2,432.0,0.361,0.804,0.933,4,2025-06-23T00:30:00.550427
qwen2.5_math_72b_0760,Qwen2.5-Math-72B,prob_0760,SingleEq,L2,41,2,True,3.874,421.4,480.5,0.607,0.784,0.863,2,2025-06-23T00:30:00.550430
qwen2.5_math_72b_0761,Qwen2.5-Math-72B,prob_0761,SingleEq,L2,23,3,True,3.313,428.4,477.5,0.882,0.931,0.813,3,2025-06-23T00:30:00.550433
qwen2.5_math_72b_0762,Qwen2.5-Math-72B,prob_0762,MATH,L2,32,4,True,3.938,442.4,569.5,0.871,0.872,0.834,7,2025-06-23T00:30:00.550435
qwen2.5_math_72b_0763,Qwen2.5-Math-72B,prob_0763,MATH,L1,27,2,False,2.2,386.5,501.8,0.696,1.035,0.908,2,2025-06-23T00:30:00.550438
qwen2.5_math_72b_0764,Qwen2.5-Math-72B,prob_0764,MATH,L3,128,8,True,4.955,425.1,492.4,0.495,0.683,0.922,10,2025-06-23T00:30:00.550441
qwen2.5_math_72b_0765,Qwen2.5-Math-72B,prob_0765,MATH,L2,35,2,True,4.325,404.2,515.3,0.787,0.842,0.91,5,2025-06-23T00:30:00.550444
qwen2.5_math_72b_0766,Qwen2.5-Math-72B,prob_0766,AddSub,L3,45,7,True,4.52,478.9,579.4,0.242,0.567,0.784,10,2025-06-23T00:30:00.550447
qwen2.5_math_72b_0767,Qwen2.5-Math-72B,prob_0767,SingleEq,L3,148,5,True,3.861,431.4,499.8,0.101,0.575,0.746,6,2025-06-23T00:30:00.550450
qwen2.5_math_72b_0768,Qwen2.5-Math-72B,prob_0768,MAWPS,L3,61,3,True,4.831,449.9,523.5,0.237,0.568,0.811,6,2025-06-23T00:30:00.550452
qwen2.5_math_72b_0769,Qwen2.5-Math-72B,prob_0769,MATH,L3,51,3,True,6.166,440.4,531.9,0.551,0.657,0.909,6,2025-06-23T00:30:00.550455
qwen2.5_math_72b_0770,Qwen2.5-Math-72B,prob_0770,Math23K,L2,93,3,True,4.459,429.6,534.2,0.981,0.895,0.903,4,2025-06-23T00:30:00.550458
qwen2.5_math_72b_0771,Qwen2.5-Math-72B,prob_0771,Math23K,L3,111,5,True,4.756,413.6,511.3,0.502,0.702,0.843,5,2025-06-23T00:30:00.550461
qwen2.5_math_72b_0772,Qwen2.5-Math-72B,prob_0772,Math23K,L2,51,5,True,3.2,412.9,486.2,0.702,0.88,0.925,5,2025-06-23T00:30:00.550464
qwen2.5_math_72b_0773,Qwen2.5-Math-72B,prob_0773,SingleEq,L1,141,1,False,2.542,399.4,452.3,0.863,1.032,0.867,2,2025-06-23T00:30:00.550466
qwen2.5_math_72b_0774,Qwen2.5-Math-72B,prob_0774,MATH,L1,137,2,False,2.811,408.4,509.7,0.211,0.729,0.708,4,2025-06-23T00:30:00.550478
qwen2.5_math_72b_0775,Qwen2.5-Math-72B,prob_0775,AddSub,L1,117,3,False,3.034,377.1,416.0,0.532,0.857,0.854,3,2025-06-23T00:30:00.550481
qwen2.5_math_72b_0776,Qwen2.5-Math-72B,prob_0776,Math23K,L3,104,4,True,6.878,426.0,526.5,0.555,0.652,0.899,4,2025-06-23T00:30:00.550485
qwen2.5_math_72b_0777,Qwen2.5-Math-72B,prob_0777,MATH,L1,59,1,False,2.754,406.8,528.4,0.676,0.923,0.724,4,2025-06-23T00:30:00.550487
qwen2.5_math_72b_0778,Qwen2.5-Math-72B,prob_0778,AddSub,L1,47,3,False,3.089,432.7,530.5,0.754,0.898,0.756,4,2025-06-23T00:30:00.550490
qwen2.5_math_72b_0779,Qwen2.5-Math-72B,prob_0779,SingleEq,L3,26,3,True,3.411,475.3,528.3,0.654,0.803,0.777,6,2025-06-23T00:30:00.550493
qwen2.5_math_72b_0780,Qwen2.5-Math-72B,prob_0780,MAWPS,L1,46,1,False,1.731,391.9,487.4,0.722,1.159,0.805,1,2025-06-23T00:30:00.550496
qwen2.5_math_72b_0781,Qwen2.5-Math-72B,prob_0781,SingleEq,L1,28,2,False,2.77,422.2,545.9,0.344,0.777,0.852,4,2025-06-23T00:30:00.550499
qwen2.5_math_72b_0782,Qwen2.5-Math-72B,prob_0782,Math23K,L3,99,8,True,4.387,496.2,614.0,0.564,0.693,0.857,9,2025-06-23T00:30:00.550501
qwen2.5_math_72b_0783,Qwen2.5-Math-72B,prob_0783,AddSub,L2,132,3,True,4.097,433.8,497.2,0.562,0.744,0.894,5,2025-06-23T00:30:00.550504
qwen2.5_math_72b_0784,Qwen2.5-Math-72B,prob_0784,AddSub,L1,71,3,False,2.54,443.3,498.7,0.469,0.844,0.889,3,2025-06-23T00:30:00.550507
qwen2.5_math_72b_0785,Qwen2.5-Math-72B,prob_0785,GSM8K,L1,128,1,False,3.377,408.5,494.1,0.463,0.772,0.891,1,2025-06-23T00:30:00.550510
qwen2.5_math_72b_0786,Qwen2.5-Math-72B,prob_0786,Math23K,L3,100,5,True,6.138,467.0,543.7,0.29,0.537,0.874,8,2025-06-23T00:30:00.550513
qwen2.5_math_72b_0787,Qwen2.5-Math-72B,prob_0787,SVAMP,L1,41,3,False,3.017,355.1,437.7,0.289,0.782,0.898,4,2025-06-23T00:30:00.550516
qwen2.5_math_72b_0788,Qwen2.5-Math-72B,prob_0788,MATH,L1,101,3,False,3.707,423.2,544.2,0.313,0.676,0.834,5,2025-06-23T00:30:00.550518
qwen2.5_math_72b_0789,Qwen2.5-Math-72B,prob_0789,SingleEq,L1,114,1,False,3.081,429.3,527.1,0.655,0.862,0.754,2,2025-06-23T00:30:00.550521
qwen2.5_math_72b_0790,Qwen2.5-Math-72B,prob_0790,AddSub,L2,99,3,True,4.767,428.8,495.2,0.699,0.769,0.842,6,2025-06-23T00:30:00.550524
qwen2.5_math_72b_0791,Qwen2.5-Math-72B,prob_0791,GSM8K,L1,114,3,False,3.331,417.5,495.5,0.501,0.784,0.715,6,2025-06-23T00:30:00.550527
qwen2.5_math_72b_0792,Qwen2.5-Math-72B,prob_0792,SingleEq,L1,72,3,False,3.091,367.7,450.7,0.51,0.851,0.889,4,2025-06-23T00:30:00.550530
qwen2.5_math_72b_0793,Qwen2.5-Math-72B,prob_0793,GSM8K,L2,27,2,True,3.13,443.4,513.0,0.854,0.927,0.736,4,2025-06-23T00:30:00.550533
qwen2.5_math_72b_0794,Qwen2.5-Math-72B,prob_0794,MATH,L1,147,3,False,3.05,449.7,532.9,0.402,0.751,0.797,3,2025-06-23T00:30:00.550535
qwen2.5_math_72b_0795,Qwen2.5-Math-72B,prob_0795,SVAMP,L3,135,5,True,3.276,448.6,565.3,0.646,0.827,0.823,7,2025-06-23T00:30:00.550538
qwen2.5_math_72b_0796,Qwen2.5-Math-72B,prob_0796,AddSub,L2,95,4,True,3.782,443.4,509.1,0.425,0.703,0.854,6,2025-06-23T00:30:00.550541
