experiment_id,method,problem_id,dataset,complexity,word_count,equation_steps,requires_reasoning,runtime_seconds,memory_mb,peak_memory_mb,accuracy,efficiency_score,gpu_utilization,inference_steps,timestamp
ird__mlr_6787,IRD + MLR,prob_5738,Math23K,L0,53,2,False,1.601,281.1,355.5,0.931,0.697,0.716,4,2025-06-26T07:52:14.387577
ird__mlr__cv_6020,IRD + MLR + CV,prob_0545,MathQA,L0,55,2,False,1.401,301.8,352.0,0.906,0.763,0.769,4,2025-06-09T22:55:37.761648
ird__mlr__cv_4687,IRD + MLR + CV,prob_6093,GSM8K,L3,149,5,True,7.243,497.7,718.1,0.629,0.231,0.731,27,2025-07-01T11:06:25.005483
mlr__cv_2096,MLR + CV,prob_2573,Math23K,L3,166,9,True,6.617,407.0,495.5,0.668,0.199,0.723,38,2025-06-14T20:09:12.829750
mlr__cv_2400,MLR + CV,prob_11662,MathQA,L0,51,2,False,1.128,244.1,322.4,0.793,0.802,0.857,4,2025-07-06T07:58:08.632191
mlr__cv_5983,MLR + CV,prob_7866,DIR-MWP-Test,L3,114,5,True,4.441,451.8,651.7,0.666,0.301,0.891,20,2025-06-16T05:20:43.062233
ird__mlr_1950,IRD + MLR,prob_2955,GSM8K,L0,50,1,False,1.025,258.3,368.8,0.859,0.991,0.868,2,2025-06-16T05:20:18.397080
ird__mlr__cv_5634,IRD + MLR + CV,prob_0455,ASDiv,L0,45,2,False,1.762,285.7,425.4,0.903,0.6,0.862,2,2025-06-14T23:47:03.100146
mlr__cv_4358,MLR + CV,prob_2634,SVAMP,L2,100,5,True,3.573,329.5,435.8,0.784,0.252,0.834,18,2025-06-07T09:07:53.697717
ird__cv_4847,IRD + CV,prob_4766,MAWPS,L1,59,4,True,1.618,286.2,396.7,0.879,0.68,0.936,10,2025-06-11T05:10:00.801998
ird__cv_3037,IRD + CV,prob_9667,DIR-MWP-Test,L0,44,2,False,1.341,264.8,331.8,0.906,0.845,0.926,1,2025-07-07T11:55:42.969050
mlr__cv_4613,MLR + CV,prob_6418,GSM8K,L1,52,3,False,2.03,302.0,364.5,0.749,0.482,0.821,3,2025-06-09T06:53:20.896584
ird__mlr_0636,IRD + MLR,prob_2040,SVAMP,L3,135,8,True,6.798,454.8,600.9,0.709,0.233,0.847,38,2025-07-05T23:23:58.732855
ird__mlr__cv_4020,IRD + MLR + CV,prob_8354,Math23K,L1,67,2,True,2.611,323.5,483.5,0.8,0.377,0.92,5,2025-06-27T04:15:57.735150
ird__cv_5879,IRD + CV,prob_11300,GSM8K,L1,86,2,True,1.958,295.8,375.5,0.847,0.493,0.934,5,2025-06-11T22:21:08.588139
mlr__cv_5710,MLR + CV,prob_4928,ASDiv,L2,86,6,True,3.323,351.0,469.3,0.715,0.239,0.931,22,2025-06-27T23:33:29.898957
mlr__cv_2955,MLR + CV,prob_11609,ASDiv,L0,43,2,False,1.43,255.0,295.8,0.836,0.616,0.711,2,2025-06-26T07:59:03.108094
ird__mlr__cv_5240,IRD + MLR + CV,prob_2425,MATH,L2,84,5,True,4.075,402.3,508.5,0.822,0.338,0.823,21,2025-07-02T00:42:01.951353
ird__cv_0555,IRD + CV,prob_5514,MathQA,L2,107,5,True,3.809,353.8,494.2,0.817,0.394,0.786,17,2025-06-18T07:27:23.807680
mlr__cv_5582,MLR + CV,prob_5478,MathQA,L1,56,4,True,2.141,300.8,414.3,0.815,0.522,0.909,9,2025-06-16T05:08:48.053331
ird__mlr__cv_1408,IRD + MLR + CV,prob_7373,MAWPS,L2,85,6,True,4.682,447.3,666.4,0.816,0.287,0.741,25,2025-06-26T22:51:51.839952
ird__mlr__cv_2333,IRD + MLR + CV,prob_6501,DIR-MWP-Test,L3,153,5,True,7.21,532.5,631.0,0.602,0.229,0.853,27,2025-06-25T01:06:11.371153
ird__mlr__cv_4183,IRD + MLR + CV,prob_5343,MAWPS,L2,92,5,True,4.59,404.2,532.3,0.791,0.295,0.752,23,2025-06-28T13:23:13.742847
ird__mlr_0224,IRD + MLR,prob_3402,MATH,L1,54,2,False,1.756,281.3,339.7,0.853,0.587,0.802,4,2025-06-17T12:57:41.236515
mlr__cv_1584,MLR + CV,prob_11869,GSM8K,L0,52,2,True,1.157,252.9,307.4,0.893,0.836,0.72,5,2025-06-30T18:43:11.046872
ird__mlr_0659,IRD + MLR,prob_7905,ASDiv,L0,28,2,False,1.466,287.3,401.8,0.882,0.701,0.741,1,2025-06-20T11:10:56.431405
ird__mlr_1438,IRD + MLR,prob_4988,ASDiv,L2,101,6,True,3.48,389.9,453.5,0.836,0.268,0.775,22,2025-06-20T03:35:00.014319
ird__mlr__cv_4452,IRD + MLR + CV,prob_3992,MATH,L3,122,5,True,6.309,501.7,661.4,0.646,0.223,0.944,25,2025-07-09T05:22:30.733995
mlr__cv_5750,MLR + CV,prob_9125,MathQA,L2,87,6,True,3.066,350.0,419.6,0.839,0.452,0.915,18,2025-06-23T23:30:29.346733
ird__mlr__cv_1719,IRD + MLR + CV,prob_1292,ASDiv,L2,96,5,True,4.65,405.9,581.5,0.866,0.312,0.793,22,2025-06-15T05:22:32.032042
ird__mlr__cv_0983,IRD + MLR + CV,prob_8625,Math23K,L2,107,4,True,4.002,429.4,506.2,0.831,0.279,0.905,13,2025-06-23T08:11:16.320191
ird__cv_3929,IRD + CV,prob_7562,SVAMP,L3,148,6,True,5.49,428.8,504.6,0.651,0.294,0.838,21,2025-06-08T02:17:21.560394
ird__cv_2596,IRD + CV,prob_10788,DIR-MWP-Test,L1,81,3,True,1.959,283.3,410.6,0.789,0.569,0.731,5,2025-06-26T02:15:58.057346
mlr__cv_5432,MLR + CV,prob_4132,MAWPS,L3,162,8,True,6.269,438.7,554.8,0.67,0.141,0.912,36,2025-06-15T11:05:53.531438
mlr__cv_1152,MLR + CV,prob_0249,DIR-MWP-Test,L3,130,6,True,5.292,404.7,467.5,0.594,0.141,0.946,23,2025-06-13T00:30:18.078918
ird__mlr_1926,IRD + MLR,prob_5627,GSM8K,L2,82,4,True,3.187,361.3,458.9,0.819,0.389,0.94,12,2025-06-15T21:47:15.283975
mlr__cv_0813,MLR + CV,prob_11443,Math23K,L0,36,2,False,1.196,239.3,299.6,0.821,0.712,0.795,3,2025-07-01T11:12:30.720238
ird__mlr__cv_2273,IRD + MLR + CV,prob_8820,GSM8K,L3,148,7,True,7.906,512.9,626.7,0.627,0.197,0.889,36,2025-07-04T18:53:15.363011
ird__mlr_3103,IRD + MLR,prob_6217,MAWPS,L3,138,6,True,5.698,462.3,618.7,0.64,0.286,0.721,27,2025-06-05T15:07:48.304366
ird__mlr__cv_6979,IRD + MLR + CV,prob_1307,MAWPS,L2,91,5,True,4.047,410.4,568.3,0.767,0.234,0.711,18,2025-06-18T23:31:40.604197
ird__mlr_4003,IRD + MLR,prob_6371,GSM8K,L1,83,3,True,2.069,294.8,381.2,0.814,0.565,0.804,9,2025-06-29T12:23:49.734854
ird__mlr_2918,IRD + MLR,prob_9598,DIR-MWP-Test,L0,53,2,False,1.681,288.7,420.0,0.855,0.588,0.88,4,2025-06-16T11:32:41.383089
ird__mlr__cv_3646,IRD + MLR + CV,prob_9437,GSM8K,L0,48,1,False,1.825,295.5,340.0,0.856,0.584,0.907,1,2025-07-08T13:00:12.869698
ird__mlr__cv_4102,IRD + MLR + CV,prob_8201,SVAMP,L2,130,3,True,4.054,436.2,522.5,0.862,0.258,0.822,13,2025-06-22T05:23:10.771482
ird__cv_3402,IRD + CV,prob_5594,DIR-MWP-Test,L1,76,2,False,1.502,310.2,440.9,0.857,0.629,0.722,1,2025-06-09T01:51:11.242401
ird__mlr_3276,IRD + MLR,prob_9398,SVAMP,L3,120,7,True,5.832,487.7,570.7,0.702,0.256,0.862,32,2025-06-13T16:09:47.525096
mlr__cv_6908,MLR + CV,prob_5301,MATH,L0,43,1,False,1.21,220.2,295.2,0.912,0.886,0.909,1,2025-06-26T08:41:20.821890
mlr__cv_5129,MLR + CV,prob_0050,Math23K,L0,44,1,False,0.947,254.3,316.6,0.777,0.944,0.912,2,2025-06-19T14:38:27.062310
ird__mlr_0707,IRD + MLR,prob_11214,GSM8K,L2,86,6,True,3.928,344.7,448.0,0.732,0.237,0.864,19,2025-07-07T06:13:13.334833
ird__mlr__cv_3357,IRD + MLR + CV,prob_2473,MathQA,L0,48,2,False,1.395,310.2,451.3,0.927,0.784,0.701,2,2025-06-08T13:35:26.976835
ird__mlr_3792,IRD + MLR,prob_10794,MathQA,L2,95,3,True,3.101,397.0,547.4,0.715,0.375,0.936,12,2025-06-16T17:07:36.608398
mlr__cv_2439,MLR + CV,prob_6538,DIR-MWP-Test,L3,150,9,True,6.792,409.9,611.4,0.669,0.207,0.806,42,2025-06-11T21:09:50.869290
ird__mlr_6131,IRD + MLR,prob_3082,GSM8K,L0,60,2,False,1.749,275.0,343.9,0.889,0.567,0.743,3,2025-07-03T01:28:48.359181
ird__cv_2282,IRD + CV,prob_4148,MATH,L3,169,9,True,6.911,452.3,568.0,0.621,0.213,0.915,38,2025-06-06T13:54:28.372801
ird__mlr_2570,IRD + MLR,prob_2669,MAWPS,L0,35,1,False,1.029,273.0,392.6,0.934,1.023,0.885,1,2025-07-01T04:31:55.754912
ird__mlr__cv_2123,IRD + MLR + CV,prob_0299,Math23K,L1,65,2,True,2.416,327.9,458.1,0.799,0.437,0.797,6,2025-07-03T13:21:07.434596
ird__cv_5686,IRD + CV,prob_9672,GSM8K,L0,50,2,False,1.412,247.5,367.4,0.807,0.672,0.885,4,2025-06-10T15:41:19.414708
ird__cv_2530,IRD + CV,prob_0897,GSM8K,L1,51,3,False,1.951,262.4,330.1,0.814,0.522,0.884,5,2025-06-21T20:43:20.678982
ird__mlr_3757,IRD + MLR,prob_9690,Math23K,L1,77,3,True,1.607,306.1,429.2,0.814,0.557,0.883,11,2025-06-23T08:25:14.429650
ird__cv_3785,IRD + CV,prob_11522,GSM8K,L3,154,9,True,6.966,431.1,540.4,0.562,0.226,0.84,37,2025-06-27T02:01:03.372937
ird__cv_1871,IRD + CV,prob_2218,MATH,L0,39,1,False,1.218,267.7,339.3,0.873,0.746,0.795,1,2025-06-14T14:16:33.533369
mlr__cv_6509,MLR + CV,prob_9541,Math23K,L2,90,4,True,2.667,341.2,397.5,0.744,0.313,0.85,15,2025-06-07T21:51:35.505348
ird__mlr_3203,IRD + MLR,prob_2557,DIR-MWP-Test,L0,42,2,False,1.4,268.0,308.8,0.826,0.688,0.78,1,2025-07-06T08:23:14.334527
mlr__cv_0657,MLR + CV,prob_3726,MATH,L3,146,6,True,5.507,425.5,576.3,0.592,0.164,0.881,25,2025-07-06T12:17:50.433974
ird__mlr_6516,IRD + MLR,prob_2037,MathQA,L0,48,2,True,1.5,283.2,389.0,0.843,0.637,0.901,2,2025-06-14T04:39:35.391008
ird__mlr__cv_3337,IRD + MLR + CV,prob_3130,SVAMP,L2,89,3,True,3.36,440.2,615.2,0.844,0.334,0.856,13,2025-07-01T14:13:57.546775
ird__mlr_4462,IRD + MLR,prob_6689,MATH,L3,162,8,True,6.799,455.9,670.3,0.683,0.142,0.832,35,2025-07-09T17:27:39.173877
ird__cv_5138,IRD + CV,prob_7732,MAWPS,L1,82,2,False,1.574,262.2,393.3,0.817,0.622,0.751,1,2025-06-19T15:19:08.972435
mlr__cv_5790,MLR + CV,prob_8098,MAWPS,L0,36,2,False,1.205,265.2,317.5,0.873,0.896,0.777,4,2025-06-07T13:40:39.982547
ird__cv_2152,IRD + CV,prob_1671,DIR-MWP-Test,L0,38,2,False,1.481,256.6,333.6,0.872,0.639,0.733,3,2025-06-24T19:12:46.005581
ird__mlr__cv_6298,IRD + MLR + CV,prob_1791,MathQA,L1,68,3,True,2.155,367.5,444.2,0.855,0.518,0.75,8,2025-06-10T04:31:55.845945
ird__mlr__cv_3283,IRD + MLR + CV,prob_7563,SVAMP,L2,105,4,True,4.304,445.3,542.3,0.825,0.277,0.904,15,2025-07-05T18:34:32.236398
mlr__cv_1967,MLR + CV,prob_5579,MathQA,L1,62,4,True,1.537,286.9,361.7,0.701,0.622,0.747,13,2025-07-05T06:28:41.123824
ird__cv_0807,IRD + CV,prob_10893,MAWPS,L3,113,6,True,4.986,456.1,578.6,0.623,0.238,0.716,22,2025-06-13T14:51:22.971460
ird__mlr__cv_2585,IRD + MLR + CV,prob_3612,MATH,L2,128,4,True,4.427,403.9,546.1,0.845,0.338,0.88,18,2025-06-14T19:10:13.488775
ird__mlr_1292,IRD + MLR,prob_9674,MathQA,L3,146,5,True,5.375,478.3,661.8,0.607,0.289,0.828,24,2025-06-28T14:26:45.559545
mlr__cv_0888,MLR + CV,prob_6331,ASDiv,L0,26,2,False,1.292,220.4,319.6,0.875,0.811,0.89,1,2025-07-07T03:32:28.573723
ird__mlr__cv_1650,IRD + MLR + CV,prob_2738,SVAMP,L3,116,8,True,8.007,495.3,624.8,0.711,0.174,0.828,44,2025-06-19T12:25:26.999134
ird__mlr__cv_0645,IRD + MLR + CV,prob_8022,ASDiv,L1,56,2,False,2.303,333.6,439.1,0.834,0.369,0.896,1,2025-06-23T06:52:51.397824
ird__mlr_2613,IRD + MLR,prob_4861,Math23K,L1,59,4,True,1.983,280.6,416.2,0.804,0.49,0.935,9,2025-06-29T17:35:44.567101
ird__mlr_1759,IRD + MLR,prob_6531,ASDiv,L1,75,4,False,2.188,298.6,364.8,0.81,0.4,0.739,3,2025-06-28T23:36:29.474407
mlr__cv_5839,MLR + CV,prob_5747,Math23K,L2,127,4,True,3.015,346.0,407.6,0.798,0.43,0.735,12,2025-06-21T12:38:25.353833
ird__mlr__cv_4438,IRD + MLR + CV,prob_10705,DIR-MWP-Test,L0,24,2,False,1.19,277.1,387.6,0.825,0.777,0.809,5,2025-07-01T15:27:36.282574
ird__cv_4862,IRD + CV,prob_0050,SVAMP,L3,154,6,True,5.944,474.1,696.9,0.609,0.207,0.761,25,2025-06-28T01:51:41.869060
ird__cv_1172,IRD + CV,prob_1246,DIR-MWP-Test,L2,121,5,True,3.532,370.0,433.5,0.755,0.366,0.847,18,2025-06-27T12:28:02.362762
ird__mlr_4263,IRD + MLR,prob_8944,DIR-MWP-Test,L1,73,3,True,2.025,293.9,370.4,0.837,0.442,0.87,9,2025-06-25T04:19:09.186939
ird__mlr__cv_4300,IRD + MLR + CV,prob_1191,Math23K,L3,166,8,True,9.015,535.6,676.2,0.711,0.193,0.794,42,2025-06-22T14:37:09.728966
ird__mlr_5770,IRD + MLR,prob_4863,SVAMP,L2,92,5,True,3.41,400.7,468.6,0.758,0.3,0.808,21,2025-06-05T09:12:34.512363
ird__mlr__cv_6426,IRD + MLR + CV,prob_7486,MAWPS,L0,59,1,False,1.829,292.5,340.6,0.831,0.531,0.932,2,2025-06-05T13:50:50.383457
mlr__cv_3130,MLR + CV,prob_2302,SVAMP,L0,33,2,True,1.211,265.7,395.6,0.885,0.821,0.823,4,2025-07-04T10:17:35.945297
mlr__cv_6964,MLR + CV,prob_8799,MATH,L3,164,9,True,6.376,421.4,517.9,0.532,0.26,0.942,41,2025-06-30T04:40:45.404561
ird__mlr_3219,IRD + MLR,prob_6246,MathQA,L3,144,5,True,5.117,471.6,643.2,0.686,0.219,0.828,21,2025-06-29T19:41:48.159471
ird__mlr__cv_4603,IRD + MLR + CV,prob_7694,MAWPS,L0,43,1,False,1.222,316.1,438.0,0.829,0.695,0.939,1,2025-06-05T06:14:43.985402
mlr__cv_0853,MLR + CV,prob_3069,MATH,L2,127,4,True,3.502,320.2,402.6,0.838,0.384,0.775,15,2025-06-07T15:34:10.972575
ird__mlr__cv_4110,IRD + MLR + CV,prob_6874,ASDiv,L1,87,4,True,2.504,370.1,434.1,0.766,0.316,0.778,13,2025-06-12T01:15:22.828624
ird__cv_5954,IRD + CV,prob_7085,GSM8K,L3,150,6,True,5.767,439.2,596.9,0.681,0.185,0.729,22,2025-06-27T15:04:24.375128
ird__cv_6324,IRD + CV,prob_4219,SVAMP,L2,102,3,True,2.643,343.8,419.8,0.738,0.428,0.731,8,2025-06-29T15:46:02.746267
ird__cv_6507,IRD + CV,prob_6678,GSM8K,L3,131,7,True,5.88,439.2,505.2,0.713,0.159,0.887,29,2025-07-04T18:30:27.262781
ird__mlr__cv_1373,IRD + MLR + CV,prob_7359,MathQA,L0,54,2,False,1.821,299.9,429.3,0.943,0.589,0.865,4,2025-06-18T14:54:53.277078
ird__mlr__cv_2229,IRD + MLR + CV,prob_3559,DIR-MWP-Test,L0,25,2,False,1.668,275.0,334.1,0.843,0.554,0.94,1,2025-06-06T07:38:17.344812
ird__cv_5630,IRD + CV,prob_8992,Math23K,L2,80,3,True,3.052,343.0,487.2,0.72,0.418,0.814,9,2025-07-06T13:50:33.337215
ird__cv_0330,IRD + CV,prob_3542,MathQA,L3,165,8,True,6.438,468.3,617.5,0.714,0.221,0.834,30,2025-06-07T15:10:53.104599
mlr__cv_1623,MLR + CV,prob_2724,MATH,L2,91,4,True,2.985,370.0,448.4,0.695,0.312,0.727,15,2025-06-10T16:27:19.854074
ird__mlr_3997,IRD + MLR,prob_8774,ASDiv,L0,42,1,False,1.564,250.6,318.7,0.935,0.756,0.9,2,2025-06-27T14:18:52.252716
ird__cv_6069,IRD + CV,prob_7691,DIR-MWP-Test,L3,124,6,True,5.262,453.4,658.6,0.709,0.228,0.807,26,2025-06-22T05:32:55.112618
mlr__cv_2683,MLR + CV,prob_9815,MATH,L0,33,2,False,0.875,240.9,299.6,0.909,1.138,0.864,3,2025-06-27T20:10:06.463115
ird__mlr__cv_0269,IRD + MLR + CV,prob_10859,SVAMP,L2,80,6,True,4.951,447.8,535.7,0.837,0.173,0.859,25,2025-06-26T08:54:46.050227
ird__mlr_2389,IRD + MLR,prob_0511,SVAMP,L2,127,3,True,2.885,378.4,539.2,0.831,0.392,0.897,8,2025-06-08T16:58:46.328325
ird__cv_0687,IRD + CV,prob_4193,MAWPS,L2,125,5,True,3.686,360.2,527.9,0.821,0.372,0.767,17,2025-07-02T08:48:25.632699
mlr__cv_2602,MLR + CV,prob_5842,ASDiv,L2,98,3,True,2.747,338.6,392.8,0.694,0.318,0.886,12,2025-06-26T16:55:20.208159
mlr__cv_4261,MLR + CV,prob_11057,Math23K,L2,103,5,True,2.892,353.9,467.7,0.796,0.428,0.868,18,2025-06-23T01:22:34.363335
mlr__cv_2498,MLR + CV,prob_10912,DIR-MWP-Test,L3,141,9,True,6.657,454.0,555.2,0.69,0.131,0.865,42,2025-07-03T22:28:03.936118
ird__mlr_4976,IRD + MLR,prob_1174,MAWPS,L1,78,3,True,2.123,327.4,483.5,0.746,0.462,0.776,8,2025-06-28T12:01:36.127420
ird__mlr__cv_1101,IRD + MLR + CV,prob_4565,MAWPS,L0,33,1,False,1.529,300.3,408.9,0.893,0.64,0.823,3,2025-06-10T08:20:02.842748
mlr__cv_5842,MLR + CV,prob_7775,Math23K,L3,139,8,True,5.558,417.4,622.5,0.571,0.167,0.857,36,2025-06-13T19:59:49.554298
ird__mlr_4235,IRD + MLR,prob_3606,SVAMP,L0,32,1,False,1.414,236.9,334.8,0.871,0.685,0.726,1,2025-06-20T10:27:32.012710
ird__mlr__cv_4046,IRD + MLR + CV,prob_10398,GSM8K,L3,138,8,True,8.284,496.3,639.6,0.593,0.1,0.894,43,2025-06-24T21:46:09.370730
ird__cv_5808,IRD + CV,prob_8816,DIR-MWP-Test,L0,51,2,True,1.622,235.4,346.0,0.901,0.611,0.719,6,2025-06-14T22:20:44.772171
ird__cv_1963,IRD + CV,prob_8722,MATH,L2,107,5,True,3.662,380.5,564.6,0.771,0.35,0.737,18,2025-07-09T06:09:36.750937
mlr__cv_2390,MLR + CV,prob_10038,MathQA,L1,64,4,True,1.671,305.7,386.2,0.723,0.535,0.739,11,2025-07-04T01:17:40.917019
ird__cv_2945,IRD + CV,prob_9316,DIR-MWP-Test,L2,101,3,True,2.572,351.8,417.6,0.81,0.468,0.881,7,2025-06-15T02:16:30.906322
ird__mlr_6726,IRD + MLR,prob_1809,MAWPS,L1,78,2,False,1.954,276.2,401.6,0.852,0.521,0.884,2,2025-07-02T08:07:28.982204
ird__mlr_0259,IRD + MLR,prob_2457,MATH,L2,123,3,True,3.096,359.9,454.8,0.786,0.325,0.864,13,2025-06-15T10:59:04.322443
mlr__cv_0018,MLR + CV,prob_8931,GSM8K,L3,111,9,True,6.118,451.8,669.0,0.549,0.112,0.866,37,2025-06-25T14:29:22.352255
mlr__cv_2730,MLR + CV,prob_9778,SVAMP,L1,77,2,False,1.316,272.2,402.0,0.847,0.791,0.939,4,2025-06-23T19:40:54.333729
ird__cv_4377,IRD + CV,prob_9693,Math23K,L1,61,3,True,1.419,311.5,437.6,0.807,0.597,0.786,6,2025-06-27T10:21:24.980644
ird__mlr__cv_3315,IRD + MLR + CV,prob_1482,DIR-MWP-Test,L0,31,2,False,1.308,329.8,397.1,0.9,0.745,0.847,2,2025-06-17T02:02:18.833598
mlr__cv_0258,MLR + CV,prob_9190,MATH,L0,44,1,False,0.879,248.3,361.7,0.913,1.165,0.87,1,2025-07-03T12:58:14.799278
ird__cv_1045,IRD + CV,prob_6638,MATH,L1,51,4,True,2.013,305.5,385.2,0.751,0.549,0.836,10,2025-06-21T08:25:45.456439
ird__cv_5967,IRD + CV,prob_10465,MathQA,L3,110,6,True,5.306,440.5,540.8,0.628,0.161,0.79,24,2025-06-20T06:27:49.362099
ird__mlr__cv_4088,IRD + MLR + CV,prob_6556,MATH,L2,101,3,True,3.805,445.9,528.3,0.758,0.314,0.95,9,2025-06-27T04:40:07.969434
mlr__cv_5064,MLR + CV,prob_11062,Math23K,L2,110,6,True,3.511,320.2,382.8,0.814,0.371,0.717,17,2025-07-06T22:16:28.260754
mlr__cv_3519,MLR + CV,prob_9052,MATH,L1,51,3,False,1.966,270.4,372.6,0.749,0.475,0.836,6,2025-06-17T13:48:27.580272
ird__cv_5799,IRD + CV,prob_0739,MATH,L0,55,2,False,1.64,264.5,383.5,0.854,0.681,0.857,1,2025-06-29T21:00:09.293452
mlr__cv_1878,MLR + CV,prob_9082,Math23K,L2,100,6,True,3.756,346.1,478.7,0.739,0.348,0.857,21,2025-07-05T19:31:19.386569
ird__mlr_6135,IRD + MLR,prob_0628,ASDiv,L0,49,2,False,0.997,249.3,331.7,0.836,0.924,0.717,4,2025-06-12T23:20:41.393332
mlr__cv_1059,MLR + CV,prob_1080,DIR-MWP-Test,L3,153,7,True,5.463,405.1,473.9,0.537,0.212,0.853,28,2025-06-29T21:18:04.037373
ird__mlr_0281,IRD + MLR,prob_6610,ASDiv,L1,55,3,True,1.806,323.4,422.5,0.857,0.52,0.824,11,2025-06-05T14:55:33.845639
ird__mlr_0852,IRD + MLR,prob_8964,ASDiv,L1,50,2,False,1.613,330.3,384.4,0.756,0.563,0.743,4,2025-06-22T01:14:32.771649
ird__mlr__cv_5433,IRD + MLR + CV,prob_8909,MATH,L1,74,4,True,3.083,334.7,461.1,0.8,0.322,0.812,13,2025-07-08T04:14:29.354620
ird__mlr_2548,IRD + MLR,prob_1017,MAWPS,L1,65,4,True,2.344,277.0,361.7,0.731,0.445,0.757,12,2025-06-18T09:44:27.276593
ird__mlr_3397,IRD + MLR,prob_8117,Math23K,L3,136,8,True,6.407,450.3,553.4,0.609,0.228,0.73,38,2025-06-20T05:59:40.095623
ird__cv_1075,IRD + CV,prob_11869,MathQA,L0,36,1,False,0.835,268.4,345.7,0.887,1.16,0.88,3,2025-06-26T10:13:31.685407
ird__mlr_1136,IRD + MLR,prob_8396,MAWPS,L2,90,4,True,3.499,381.2,442.3,0.786,0.388,0.898,15,2025-06-08T14:59:53.826148
ird__cv_2175,IRD + CV,prob_7499,MathQA,L1,50,3,False,2.109,268.8,382.5,0.769,0.426,0.764,6,2025-06-06T00:45:37.858158
ird__mlr__cv_1619,IRD + MLR + CV,prob_0813,GSM8K,L3,159,8,True,9.082,498.8,595.2,0.643,0.152,0.806,42,2025-06-11T11:39:01.307256
ird__mlr_4176,IRD + MLR,prob_6942,ASDiv,L2,109,6,True,3.721,356.1,453.4,0.836,0.346,0.741,22,2025-06-08T12:00:40.745526
ird__mlr__cv_4484,IRD + MLR + CV,prob_4220,Math23K,L1,57,2,True,2.014,320.8,387.8,0.873,0.462,0.942,8,2025-06-17T23:21:10.995793
ird__mlr__cv_0973,IRD + MLR + CV,prob_6606,MathQA,L2,106,4,True,4.046,421.4,562.3,0.819,0.307,0.912,16,2025-07-08T21:07:42.410800
ird__mlr__cv_0030,IRD + MLR + CV,prob_3669,MATH,L0,56,1,False,1.755,280.9,385.5,0.834,0.575,0.91,1,2025-06-06T04:47:18.513798
ird__cv_0604,IRD + CV,prob_5606,SVAMP,L2,129,6,True,4.192,344.3,402.1,0.812,0.238,0.864,16,2025-06-09T16:54:41.027382
ird__mlr__cv_4272,IRD + MLR + CV,prob_8029,Math23K,L1,86,2,False,2.396,328.3,419.4,0.854,0.486,0.862,3,2025-07-09T17:43:03.593323
mlr__cv_4648,MLR + CV,prob_0320,GSM8K,L2,90,3,True,2.428,342.4,419.8,0.756,0.396,0.943,9,2025-06-29T19:39:29.872417
ird__mlr_5219,IRD + MLR,prob_7691,Math23K,L0,23,2,False,1.429,250.3,318.9,0.882,0.701,0.917,3,2025-06-28T07:41:32.458557
ird__mlr__cv_5530,IRD + MLR + CV,prob_2742,SVAMP,L0,33,1,False,1.801,315.1,436.8,0.835,0.605,0.826,2,2025-06-15T16:21:24.405544
ird__cv_4474,IRD + CV,prob_0928,Math23K,L1,82,3,False,1.6,272.4,360.9,0.747,0.551,0.784,4,2025-06-08T07:14:11.004586
ird__cv_1026,IRD + CV,prob_11279,Math23K,L3,148,5,True,5.166,450.5,554.1,0.651,0.27,0.887,20,2025-06-06T15:31:09.102158
ird__cv_2837,IRD + CV,prob_10167,GSM8K,L1,79,2,False,1.753,273.5,410.1,0.826,0.593,0.919,2,2025-07-08T12:57:18.346576
ird__cv_2344,IRD + CV,prob_11096,MathQA,L2,118,6,True,3.522,342.7,448.2,0.719,0.258,0.815,21,2025-06-06T04:27:48.184376
mlr__cv_2705,MLR + CV,prob_2588,GSM8K,L3,142,9,True,6.665,440.6,567.8,0.671,0.187,0.904,37,2025-06-11T02:53:25.729269
ird__mlr_4607,IRD + MLR,prob_9230,DIR-MWP-Test,L2,129,4,True,3.725,358.7,495.2,0.722,0.362,0.946,15,2025-06-24T11:54:03.685266
mlr__cv_2814,MLR + CV,prob_10670,GSM8K,L2,105,3,True,2.741,325.1,424.3,0.827,0.455,0.807,9,2025-07-02T22:33:33.999141
ird__mlr__cv_1914,IRD + MLR + CV,prob_10524,ASDiv,L1,56,2,True,2.311,330.5,492.8,0.842,0.422,0.76,8,2025-07-01T02:20:49.003553
mlr__cv_3014,MLR + CV,prob_11930,MAWPS,L2,87,3,True,2.398,331.8,406.2,0.794,0.448,0.906,9,2025-07-01T17:21:00.067344
ird__mlr_6691,IRD + MLR,prob_4903,MathQA,L0,40,1,False,0.795,295.0,349.2,0.88,1.23,0.834,1,2025-06-08T09:05:38.726257
ird__cv_6374,IRD + CV,prob_10217,GSM8K,L0,24,2,False,1.155,275.6,325.7,0.847,0.886,0.851,1,2025-06-26T18:05:32.658719
mlr__cv_4656,MLR + CV,prob_7661,DIR-MWP-Test,L1,70,3,False,1.686,291.9,428.3,0.723,0.607,0.909,6,2025-06-14T03:59:22.258642
ird__mlr_6483,IRD + MLR,prob_6262,SVAMP,L1,81,4,False,2.331,331.3,381.9,0.753,0.375,0.704,4,2025-06-22T10:11:04.951135
ird__cv_2538,IRD + CV,prob_8164,DIR-MWP-Test,L0,30,1,False,1.25,269.5,332.1,0.81,0.715,0.836,3,2025-06-20T09:08:02.219876
